"Division","Buyer","Dept","Vendor","Markstyle","first_Wk","regular_num_ordered","Full_Price","Unit_Cost","Q1","R1","regular_sellThru","regular_cost","full_cycle_num_sold","full_cycle_sales","full_ST","full_Rtns","P4P","p1","p2","R2","Q2","ST2"
31,154,154,559,53150,5,384,29.99,9.3,62,2148.02,0.1615,576.6,313,7100.14,0.8151,39,0.5,34.6454838709677,19.7295617529881,4952.12,251,0.779503105590062
31,154,154,559,53240,5,320,29.99,9.3,74,2460.08,0.2313,688.2,282,7427.18,0.8813,52,0.5,33.2443243243243,23.8802884615385,4967.1,208,0.845528455284553
31,154,154,559,53300,5,383,39.99,10.2,62,2611.99,0.1619,632.4,325,9447.11,0.8486,36,0.5,42.1288709677419,25.9890494296578,6835.12,263,0.819314641744548
31,154,154,559,53320,5,248,39.99,10.2,65,2862.05,0.2621,663,229,7633.1,0.9234,33,0.5,44.0315384615385,29.0917682926829,4771.05,164,0.896174863387978
31,154,154,559,53350,5,287,39.99,10.2,47,2027.02,0.1638,479.4,216,6795.01,0.7526,31,0.5,43.128085106383,28.2129585798817,4767.99,169,0.704166666666667
31,154,154,559,53360,5,288,39.99,10.2,58,2485.03,0.2014,591.6,231,7380.98,0.8021,43,0.5,42.8453448275862,28.300289017341,4895.95,173,0.752173913043478
31,190,193,3,72213,10,348,55,18.25,59,2477,0.1695,1076.75,261,6479.02,0.75,51,0.5,41.9830508474576,19.8119801980198,4002.02,202,0.698961937716263
31,190,193,3,72311,13,18,79,22.59,17,1236,0.9444,384.03,18,1270,1,4,0.5,72.7058823529412,34,34,1,1
31,190,616,619,7765,10,66,69,31.4,24,1530.99,0.3636,753.6,53,2578.98,0.803,18,0.5,63.79125,36.1375862068966,1047.99,29,0.69047619047619
31,190,616,619,50470,6,34,34,15.47,7,193,0.2059,108.29,32,604,0.9412,0,0.5,27.5714285714286,16.44,411,25,0.925925925925926
31,190,616,619,50489,10,68,49,22.3,31,1442.99,0.4559,691.3,66,2599.98,0.9706,7,0.5,46.548064516129,33.0568571428571,1156.99,35,0.945945945945946
31,190,616,619,51816,5,52,98,44.59,8,751,0.1538,356.72,50,3038,0.9615,10,0.5,93.875,54.4523809523809,2287,42,0.954545454545455
31,190,644,4,71182,12,132,55,18.49,24,1164.03,0.1818,443.76,96,2520.05,0.7273,17,0.5,48.50125,18.8336111111111,1356.02,72,0.666666666666667
31,190,778,595,27506,10,120,65,28.6,30,1806.99,0.25,858,115,4016.01,0.9583,19,0.5,60.233,25.9884705882353,2209.02,85,0.944444444444444
31,190,778,595,28479,10,28,85,37.4,23,1839,0.8214,860.2,28,2030,1,3,0.5,79.9565217391304,38.2,191,5,1
32,144,75,508,19725,7,67,28,10,20,521,0.2985,200,46,913,0.6866,14,0.5,26.05,15.0769230769231,392,26,0.553191489361702
32,144,75,508,32869,6,71,24,10,13,277,0.1831,130,55,1000.99,0.7746,10,0.5,21.3076923076923,17.2378571428571,723.99,42,0.724137931034483
32,144,75,508,32870,6,70,24,10,21,428.01,0.3,210,61,1090,0.8714,11,0.5,20.3814285714286,16.54975,661.99,40,0.816326530612245
32,144,75,508,32873,6,47,28,11,16,383,0.3404,176,40,779.99,0.8511,9,0.5,23.9375,16.54125,396.99,24,0.774193548387097
32,144,75,508,34727,11,64,28,10,17,460,0.2656,170,56,984.02,0.875,12,0.5,27.0588235294118,13.4364102564103,524.02,39,0.829787234042553
32,144,75,509,44500,10,86,99,43.56,25,2300,0.2907,1089,72,3551.99,0.8372,18,0.5,92,26.638085106383,1251.99,47,0.770491803278688
32,144,75,639,45430,10,96,59,25.96,11,619,0.1146,285.56,74,1670,0.7708,24,0.5,56.2727272727273,16.6825396825397,1051,63,0.741176470588235
32,144,75,903,11315,5,54,58,25.2,11,567,0.2037,277.2,42,1647.01,0.7778,6,0.5,51.5454545454545,34.8390322580645,1080.01,31,0.720930232558139
32,144,75,903,21408,10,73,58,25.2,24,1304,0.3288,604.8,58,2092.06,0.7945,19,0.5,54.3333333333333,23.1782352941176,788.06,34,0.693877551020408
32,143,143,559,51360,5,286,29.99,9.6,46,1544.01,0.1608,441.6,214,5293.03,0.7483,58,0.5,33.5654347826087,22.3155952380952,3749.02,168,0.7
32,143,143,559,51750,10,316,40,15.4,60,2550.97,0.1899,924,243,6837.99,0.769,52,0.5,42.5161666666667,23.4263387978142,4287.02,183,0.71484375
32,143,143,559,51770,10,356,40,15.4,79,3359.04,0.2219,1216.6,299,8554.06,0.8399,64,0.5,42.5194936708861,23.6137272727273,5195.02,220,0.794223826714801
32,143,143,559,51800,9,316,40,15.4,47,1936.03,0.1487,723.8,255,6815.99,0.807,39,0.5,41.1921276595745,23.4613461538462,4879.96,208,0.773234200743494
32,143,143,559,51860,9,396,24,9.6,40,964.98,0.101,384,310,4498.06,0.7828,53,0.5,24.1245,13.0854814814815,3533.08,270,0.758426966292135
32,143,143,559,51870,9,356,24,9.6,74,1827.99,0.2079,710.4,305,4807.08,0.8567,57,0.5,24.7025675675676,12.8964935064935,2979.09,231,0.819148936170213
32,144,144,197,22641,9,277,88,37.84,71,5523.93,0.2563,2686.64,246,12235.9,0.8881,77,0.5,77.8018309859155,38.3541142857143,6711.97,175,0.849514563106796
32,144,144,197,41920,10,94,32,15,13,391,0.1383,195,85,930,0.9043,11,0.5,30.0769230769231,7.48611111111111,539,72,0.888888888888889
32,144,144,197,51830,9,142,128,55.44,27,3146.03,0.1901,1496.88,118,7163.03,0.831,31,0.5,116.51962962963,44.1428571428571,4017,91,0.791304347826087
32,144,144,197,65960,9,102,78,33.44,26,1819,0.2549,869.44,83,4193.05,0.8137,18,0.5,69.9615384615385,41.65,2374.05,57,0.75
32,144,144,197,67740,9,128,128,55.44,29,3215.99,0.2266,1607.76,106,6434.97,0.8281,53,0.5,110.896206896552,41.8049350649351,3218.98,77,0.777777777777778
32,144,144,197,81160,9,238,158,68.64,31,4404,0.1303,2127.84,193,11960.08,0.8109,46,0.5,142.064516129032,46.6424691358025,7556.08,162,0.782608695652174
32,144,144,410,24505,11,21,199,88.56,9,1701,0.4286,797.04,16,2410,0.7619,7,0.5,189,101.285714285714,709,7,0.583333333333333
32,144,144,410,24606,10,30,179,79.66,4,716,0.1333,318.64,22,2173.01,0.7333,10,0.5,179,80.945,1457.01,18,0.692307692307692
32,144,144,489,16043,3,136,48,18,52,2467.01,0.3824,936,118,4213,0.8676,20,0.5,47.4425,26.4543939393939,1745.99,66,0.785714285714286
32,144,144,489,56476,12,120,138,51.75,28,3586.01,0.2333,1449,92,7312.03,0.7667,31,0.5,128.071785714286,58.2190625,3726.02,64,0.695652173913043
32,144,144,969,49234,1,149,89,35.6,43,3715.98,0.2886,1530.8,135,8766.07,0.906,34,0.5,86.4181395348837,54.8922826086957,5050.09,92,0.867924528301887
32,144,144,969,49235,1,98,89,35.6,29,2462.03,0.2959,1032.4,83,4459.01,0.8469,40,0.5,84.8975862068966,36.9811111111111,1996.98,54,0.782608695652174
32,144,144,969,49257,9,165,79,31.6,43,3112.04,0.2606,1358.8,140,6604.06,0.8485,53,0.5,72.3730232558139,36.000206185567,3492.02,97,0.795081967213115
32,144,144,969,49262,10,141,89,35.6,34,2788.01,0.2411,1210.4,116,5614.02,0.8227,43,0.5,82.0002941176471,34.4635365853659,2826.01,82,0.766355140186916
32,144,144,969,49263,10,146,89,35.6,42,3489,0.2877,1495.2,125,5724.98,0.8562,39,0.5,83.0714285714286,26.9395180722892,2235.98,83,0.798076923076923
32,144,144,969,49274,9,158,129,51.6,57,6788,0.3608,2941.2,138,12546.01,0.8734,45,0.5,119.087719298246,71.0865432098766,5758.01,81,0.801980198019802
32,144,461,595,1337,5,56,79,34.76,26,1845.99,0.4643,903.76,54,3302.99,0.9643,10,0.5,70.9996153846154,52.0357142857143,1457,28,0.933333333333333
32,144,461,595,1339,5,56,79,34.76,29,1992.01,0.5179,1008.04,54,3152.99,0.9643,21,0.5,68.69,46.4392,1160.98,25,0.925925925925926
32,144,461,595,4776,6,180,35,15.4,17,543.99,0.0944,261.8,163,2461.07,0.9056,19,0.5,31.9994117647059,13.1306849315069,1917.08,146,0.895705521472393
32,144,461,595,27491,6,70,50,22,26,1203.01,0.3714,572,66,2491,0.9429,14,0.5,46.2696153846154,32.19975,1287.99,40,0.909090909090909
32,144,461,595,28454,6,70,99,43.56,17,1538,0.2429,740.52,62,2884.01,0.8857,12,0.5,90.4705882352941,29.9113333333333,1346.01,45,0.849056603773585
32,144,463,665,21149,6,51,32,12,8,223,0.1569,96,48,897.01,0.9412,9,0.5,27.875,16.85025,674.01,40,0.930232558139535
32,144,463,665,21518,6,73,54,27,19,896.99,0.2603,513,68,2011.99,0.9315,13,0.5,47.21,22.7551020408163,1115,49,0.907407407407407
32,144,463,665,31134,12,67,59,22.13,18,963.01,0.2687,398.34,61,2041.99,0.9104,8,0.5,53.5005555555556,25.0925581395349,1078.98,43,0.877551020408163
32,144,463,665,82213,6,88,44,16.5,14,563.01,0.1591,231,72,1163,0.8182,14,0.5,40.215,10.3446551724138,599.99,58,0.783783783783784
32,144,463,665,85103,6,95,69,34.5,22,1313,0.2316,759,83,2864.05,0.8737,16,0.5,59.6818181818182,25.4270491803279,1551.05,61,0.835616438356164
32,144,485,3,74381,8,270,89,32.88,58,3759.04,0.2148,1907.04,207,8499.03,0.7667,91,0.5,64.8110344827586,31.8120134228188,4739.99,149,0.702830188679245
32,144,485,3,74419,7,234,89,32.52,110,8717,0.4701,3577.2,219,14857.98,0.9359,92,0.5,79.2454545454545,56.3392660550459,6140.98,109,0.879032258064516
32,144,485,3,74460,8,276,49,18.63,74,3016.03,0.2681,1378.62,251,6311.11,0.9094,54,0.5,40.7571621621622,18.6162711864407,3295.08,177,0.876237623762376
32,144,485,3,74559,7,228,39,22.35,71,2353,0.3114,1586.85,196,4920.99,0.8596,41,0.5,33.1408450704225,20.54392,2567.99,125,0.796178343949045
32,144,485,3,74582,12,96,89,33.81,56,4682.01,0.5833,1893.36,83,6264.03,0.8646,22,0.5,83.6073214285714,58.5933333333333,1582.02,27,0.675
32,144,485,3,74661,12,240,49,15.19,67,2905.01,0.2792,1017.73,168,5236.05,0.7,32,0.5,43.3583582089552,23.079603960396,2331.04,101,0.583815028901734
32,144,485,3,74678,13,270,59,22.43,154,8394.98,0.5704,3454.22,207,10108,0.7667,69,0.5,54.5128571428571,32.3211320754717,1713.02,53,0.456896551724138
32,144,485,3,74683,13,270,69,25.25,120,7668.03,0.4444,3030,201,10888.09,0.7444,74,0.5,63.90025,39.7538271604938,3220.06,81,0.54
32,144,677,4,71631,8,78,49,15.05,17,774,0.2179,255.85,77,2320,0.9872,8,0.5,45.5294117647059,25.7666666666667,1546,60,0.983606557377049
32,144,677,4,71719,12,198,49,13.36,49,2215.03,0.2475,654.64,163,4823.08,0.8232,51,0.5,45.204693877551,22.8776315789474,2608.05,114,0.76510067114094
32,144,677,4,71775,11,206,69,21.06,51,3208.96,0.2476,1074.06,182,7652.94,0.8835,25,0.5,62.9207843137255,33.9235114503817,4443.98,131,0.845161290322581
3,71,71,373,54621,1,133,198,85,53,10286,0.3985,4505,136,23436,1.0226,74,0.5217,194.075471698113,158.433734939759,13150,83,1.0375
3,71,178,410,35554,10,52,139,49,14,1876,0.2692,686,42,4487.99,0.8077,22,0.5217,134,93.2853571428571,2611.99,28,0.736842105263158
3,71,178,410,35654,11,75,139,68.5,17,2307,0.2267,1164.5,59,6752.01,0.7867,34,0.5217,135.705882352941,105.833571428571,4445.01,42,0.724137931034483
7,118,118,197,30833,9,106,68,29.04,31,1943.99,0.2925,900.24,92,3903,0.8679,16,0.5238,62.7093548387097,32.1149180327869,1959.01,61,0.813333333333333
7,118,118,197,43482,9,128,88,37.84,35,2702,0.2734,1324.4,116,6195.01,0.9063,35,0.5238,77.2,43.1235802469136,3493.01,81,0.870967741935484
7,112,194,4,72323,12,168,29,12.26,65,1745.06,0.3869,796.9,152,3108.06,0.9048,24,0.5238,26.8470769230769,15.6666666666667,1363,87,0.844660194174757
7,112,194,4,72409,12,198,49,14,56,2518.06,0.2828,784,179,5706.05,0.904,27,0.5238,44.9653571428571,25.9186178861789,3187.99,123,0.866197183098592
31,190,193,3,72199,7,132,42,15.02,34,1172.02,0.2576,510.68,120,3436.03,0.9091,20,0.5238,34.4711764705882,26.3256976744186,2264.01,86,0.877551020408163
32,144,485,3,74437,8,348,45,16.24,130,4772.01,0.3736,2111.2,304,9280.99,0.8736,56,0.5238,36.7077692307692,25.9136781609195,4508.98,174,0.798165137614679
32,144,485,3,74463,8,108,49,19.27,19,829,0.1759,366.13,69,1922.99,0.6389,17,0.5238,43.6315789473684,21.8798,1093.99,50,0.561797752808989
32,144,485,3,74466,7,144,49,20.08,33,1397,0.2292,662.64,108,3346.98,0.75,31,0.5238,42.3333333333333,25.9997333333333,1949.98,75,0.675675675675676
32,144,485,3,74485,8,216,59,19.58,134,6693.05,0.6204,2623.72,212,9597.1,0.9815,42,0.5238,49.9481343283582,37.2314102564103,2904.05,78,0.951219512195122
32,144,485,3,74532,7,228,49,18.19,160,6864.04,0.7018,2910.4,210,8313.05,0.9211,54,0.5238,42.90025,28.9802,1449.01,50,0.735294117647059
32,144,485,3,74574,7,279,59,19.92,77,4072.98,0.276,1533.84,255,10699,0.914,53,0.5238,52.8958441558442,37.2248314606742,6626.02,178,0.881188118811881
32,144,677,4,71634,7,165,49,14.95,60,2469,0.3636,897,148,4901.99,0.897,29,0.5238,41.15,27.6476136363636,2432.99,88,0.838095238095238
32,144,677,4,71683,7,144,49,11.69,45,2018.95,0.3125,526.05,130,4814.96,0.9028,23,0.5238,44.8655555555556,32.8942352941176,2796.01,85,0.858585858585859
3,162,195,139,38597,10,100,184,80.1,65,11233.01,0.65,5206.5,83,13920.01,0.83,40,0.5263,172.815538461538,149.277777777778,2687,18,0.514285714285714
7,112,113,489,16254,1,224,48,18,73,3372.02,0.3259,1314,161,5537.03,0.7188,53,0.5263,46.1920547945205,24.6023863636364,2165.01,88,0.582781456953642
7,112,113,489,16256,1,226,58,21.75,133,7393,0.5885,2892.75,207,10733,0.9159,53,0.5263,55.5864661654135,45.1351351351351,3340,74,0.795698924731183
7,112,113,489,17931,12,156,68,25.5,129,8121.96,0.8269,3289.5,148,9054.96,0.9487,25,0.5263,62.9609302325581,49.1052631578947,932.999999999999,19,0.703703703703704
7,112,113,489,17935,12,104,68,25.5,58,3510.97,0.5577,1479,92,5113.97,0.8846,19,0.5263,60.5339655172414,47.1470588235294,1603,34,0.739130434782609
7,118,118,903,14007,1,188,48,20.7,41,1907,0.2181,848.7,171,5120.04,0.9096,72,0.5263,46.5121951219512,24.7156923076923,3213.04,130,0.884353741496599
7,112,122,410,22680,2,112,199,74.63,45,8653.99,0.4018,3358.35,101,16173.04,0.9018,35,0.5263,192.310888888889,134.26875,7519.05,56,0.835820895522388
7,112,122,410,22684,2,322,39,14.63,126,4799.02,0.3913,1843.38,302,9779.07,0.9379,77,0.5263,38.0874603174603,28.2957386363636,4980.05,176,0.897959183673469
7,112,122,410,22889,9,114,39,14.63,40,1472.03,0.3509,585.2,107,3391.03,0.9386,19,0.5263,36.80075,28.6417910447761,1919,67,0.905405405405405
7,112,713,282,13051,10,104,135,54,25,3115,0.2404,1350,72,6239.03,0.6923,40,0.5263,124.6,66.4687234042553,3124.03,47,0.594936708860759
7,112,713,282,13080,10,112,250,100,26,5831.99,0.2321,2600,81,12622.01,0.7232,39,0.5263,224.307307692308,123.454909090909,6790.02,55,0.63953488372093
7,112,713,282,43018,9,198,135,54,62,7761.03,0.3131,3348,152,13863.04,0.7677,75,0.5263,125.177903225806,67.8001111111111,6102.01,90,0.661764705882353
7,112,713,282,43112,10,75,125,50,34,3907.02,0.4533,1700,69,6652.03,0.92,16,0.5263,114.912352941176,78.4288571428571,2745.01,35,0.853658536585366
7,118,879,460,14077,6,62,39,13.89,11,376,0.1774,152.79,50,1130,0.8065,10,0.5263,34.1818181818182,19.3333333333333,754,39,0.764705882352941
32,144,144,197,22600,9,102,98,42.24,19,1735,0.1863,802.56,92,4479.99,0.902,18,0.5263,91.3157894736842,37.602602739726,2744.99,73,0.879518072289157
32,144,144,197,64110,10,80,118,51.04,9,978,0.1125,459.36,68,3708.99,0.85,19,0.5263,108.666666666667,46.2879661016949,2730.99,59,0.830985915492958
32,144,485,3,74506,9,216,45,17.15,82,2791,0.3796,1406.3,187,5782.01,0.8657,36,0.5263,34.0365853658537,28.4858095238095,2991.01,105,0.783582089552239
32,144,677,4,71691,12,189,39,14.19,30,1090.99,0.1587,425.7,167,3255.93,0.8836,23,0.5263,36.3663333333333,15.8024817518248,2164.94,137,0.861635220125786
32,144,677,4,71702,12,246,39,12.36,117,3810.99,0.4756,1446.12,237,6049.93,0.9634,40,0.5263,32.5725641025641,18.6578333333333,2238.94,120,0.930232558139535
32,144,677,4,71854,11,189,95,31.43,36,3276,0.1905,1131.48,165,9867.05,0.873,41,0.5263,91,51.0934108527132,6591.05,129,0.843137254901961
32,144,677,4,71855,11,198,49,16.29,31,1468.02,0.1566,504.99,151,3916.98,0.7626,30,0.5263,47.3554838709677,20.408,2448.96,120,0.718562874251497
3,162,164,410,34539,5,126,119,58.5,35,3771.02,0.2778,2047.5,106,9950.02,0.8413,70,0.5294,107.743428571429,87.0281690140845,6179,71,0.78021978021978
3,71,178,410,35382,5,106,159,78.5,64,9222.99,0.6038,5024,103,14373,0.9717,42,0.5294,144.10921875,132.051538461538,5150.01,39,0.928571428571429
7,112,113,489,56222,8,100,48,18,41,1741,0.41,738,92,3071.97,0.92,20,0.5294,42.4634146341463,26.0974509803922,1330.97,51,0.864406779661017
7,112,113,528,67321,6,60,116,58,16,1687,0.2667,928,48,3367.01,0.8,15,0.5294,105.4375,52.5003125,1680.01,32,0.727272727272727
7,118,118,903,17003,1,210,54,23.4,64,3332.04,0.3048,1497.6,199,7375,0.9476,73,0.5294,52.063125,29.9478518518519,4042.96,135,0.924657534246575
7,112,122,410,22790,6,278,99,44.06,148,12875.03,0.5324,6520.88,263,20328.01,0.946,87,0.5294,86.993445945946,64.8085217391304,7452.98,115,0.884615384615385
7,112,194,4,72246,7,255,69,20.83,30,1859.99,0.1176,624.9,227,6885.04,0.8902,44,0.5294,61.9996666666667,25.5078680203046,5025.05,197,0.875555555555556
7,112,194,4,72327,12,225,49,13.62,81,3530,0.36,1103.22,210,7124,0.9333,50,0.5294,43.5802469135802,27.8604651162791,3594,129,0.895833333333333
7,112,194,4,72349,12,162,49,15.43,37,1575,0.2284,570.91,115,3642.02,0.7099,25,0.5294,42.5675675675676,26.5002564102564,2067.02,78,0.624
7,112,194,4,72392,12,168,69,20.09,25,1614.03,0.1488,502.25,87,3761.03,0.5179,32,0.5294,64.5612,34.6290322580645,2147,62,0.433566433566434
7,118,209,508,36458,13,51,49,17.5,34,1566,0.6667,595,47,2019,0.9216,16,0.5294,46.0588235294118,34.8461538461538,453,13,0.764705882352941
7,118,209,883,7893,5,48,59,26.4,25,1251.01,0.5208,660,44,1985.01,0.9167,13,0.5294,50.0404,38.6315789473684,734,19,0.826086956521739
7,112,713,282,42032,6,144,125,50,84,9224,0.5833,4200,133,13031.99,0.9236,32,0.5294,109.809523809524,77.7140816326531,3807.99,49,0.816666666666667
7,112,718,595,4787,5,263,55,24.2,54,2594.98,0.2053,1306.8,220,8764.05,0.8365,46,0.5294,48.0551851851852,37.1630722891566,6169.07,166,0.794258373205742
7,112,718,595,27493,5,446,52,22.88,126,5651.93,0.2825,2882.88,367,14176.92,0.8229,67,0.5294,44.8565873015873,35.3734024896266,8524.99,241,0.753125
7,112,718,595,27500,5,177,72,31.68,87,5695.05,0.4915,2756.16,156,9346.07,0.8814,37,0.5294,65.4603448275862,52.9133333333333,3651.02,69,0.766666666666667
7,118,719,665,21487,5,84,44,22,29,1181.02,0.3452,638,72,2355.01,0.8571,19,0.5294,40.7248275862069,27.3020930232558,1173.99,43,0.781818181818182
32,143,143,559,51370,6,245,29.99,9.6,49,1649.02,0.2,470.4,197,4894.09,0.8041,66,0.5294,33.6534693877551,21.9261486486486,3245.07,148,0.755102040816326
32,144,461,595,27476,5,231,72,31.68,64,4158.99,0.2771,2027.52,211,11084.9,0.9134,44,0.5294,64.98421875,47.1150340136054,6925.91,147,0.880239520958084
32,144,485,3,74616,12,240,29,13.16,122,3196.98,0.5083,1605.52,227,5064.06,0.9458,19,0.5294,26.2047540983607,17.7817142857143,1867.08,105,0.889830508474576
32,144,677,4,71633,8,165,49,14.95,42,1775.05,0.2545,627.9,129,3941.02,0.7818,25,0.5294,42.2630952380952,24.8962068965517,2165.97,87,0.707317073170732
32,144,677,4,71662,7,225,149,50.53,32,4100,0.1422,1616.96,193,13974.98,0.8578,63,0.5294,128.125,61.3352795031056,9874.98,161,0.83419689119171
32,144,677,4,71672,8,93,95,31.69,16,1283,0.172,507.04,73,3762.99,0.7849,15,0.5294,80.1875,43.5085964912281,2479.99,57,0.74025974025974
3,71,71,613,37850,2,126,195,76,49,9136.01,0.3889,3724,116,15809.03,0.9206,51,0.5333,186.449183673469,99.5973134328358,6673.02,67,0.87012987012987
3,162,164,410,34710,10,290,139,49,73,9714.01,0.2517,3577,255,24084.04,0.8793,74,0.5333,133.068630136986,78.9562087912088,14370.03,182,0.838709677419355
3,162,164,595,34284,1,42,285,130,16,4474,0.381,2080,33,7668,0.7857,18,0.5333,279.625,187.882352941176,3194,17,0.653846153846154
3,71,178,443,18400,6,98,288,141,63,17250,0.6429,8883,69,18960,0.7041,38,0.5333,273.809523809524,285,1710,6,0.171428571428571
3,71,178,443,83110,9,46,168,81,20,3209.01,0.4348,1620,28,4553.01,0.6087,15,0.5333,160.4505,168,1344,8,0.307692307692308
3,162,195,613,37701,6,70,205,80,13,2466,0.1857,1040,57,7223.01,0.8143,35,0.5333,189.692307692308,108.113863636364,4757.01,44,0.771929824561403
3,162,195,769,91004,7,24,164,64.6,12,1715,0.5,775.2,19,2713,0.7917,13,0.5333,142.916666666667,142.571428571429,998,7,0.583333333333333
3,162,195,874,40378,9,72,96,46,37,3259.04,0.5139,1702,60,4446.05,0.8333,36,0.5333,88.0821621621622,51.6091304347826,1187.01,23,0.657142857142857
3,162,195,874,62288,6,240,240,118,80,17982.98,0.3333,9440,206,36012.89,0.8583,154,0.5333,224.78725,143.094523809524,18029.91,126,0.7875
7,112,113,231,4161,10,67,88,37.4,19,1536,0.2836,710.6,50,2493,0.7463,23,0.5333,80.8421052631579,30.8709677419355,957,31,0.645833333333333
7,114,114,904,8087,11,592,20,9.5,138,3766.96,0.2331,1311,511,8650.97,0.8632,67,0.5333,27.2968115942029,13.0938605898123,4884.01,373,0.8215859030837
7,118,118,903,23124,11,100,66,28.8,42,2531.02,0.42,1209.6,73,3553.03,0.73,36,0.5333,60.262380952381,32.968064516129,1022.01,31,0.53448275862069
7,112,122,410,22826,11,40,179,79.66,17,2904.99,0.425,1354.22,30,4006.99,0.75,11,0.5333,170.881764705882,84.7692307692308,1102,13,0.565217391304348
7,118,209,508,23492,5,89,48,18,49,2002.03,0.5506,882,88,3040.03,0.9888,24,0.5333,40.8577551020408,26.6153846153846,1038,39,0.975
7,118,209,508,63483,13,72,44,16,52,2215.99,0.7222,832,71,2709,0.9861,13,0.5333,42.6151923076923,25.9478947368421,493.01,19,0.95
7,112,718,595,4817,8,260,39.5,17.38,108,3666.03,0.4154,1877.04,245,7256,0.9423,63,0.5333,33.9447222222222,26.2041605839416,3589.97,137,0.901315789473684
31,154,154,559,53070,6,320,49.99,14.3,71,3701,0.2219,1015.3,245,9783.97,0.7656,51,0.5333,52.1267605633803,34.9595977011494,6082.97,174,0.698795180722892
32,144,75,508,19862,7,64,46,17,16,679,0.25,272,45,1380.01,0.7031,12,0.5333,42.4375,24.1727586206897,701.01,29,0.604166666666667
32,144,75,687,15542,5,48,68,28.9,16,992,0.3333,462.4,34,1762.01,0.7083,21,0.5333,62,42.7783333333333,770.01,18,0.5625
3,71,71,613,59090,7,53,210,80,22,3878,0.4151,1760,48,7650,0.9057,21,0.5385,176.272727272727,145.076923076923,3772,26,0.838709677419355
3,162,164,410,34187,10,70,139,68.5,33,4426.99,0.4714,2260.5,56,6434.99,0.8,31,0.5385,134.151212121212,87.304347826087,2008,23,0.621621621621622
3,162,164,598,19,1,188,169,74.36,41,6886.02,0.2181,3048.76,148,17931.03,0.7872,78,0.5385,167.951707317073,103.224392523364,11045.01,107,0.727891156462585
3,71,178,874,62186,6,151,220,108,33,6701,0.2185,3564,120,16648.99,0.7947,75,0.5385,203.060606060606,114.344712643678,9947.99,87,0.73728813559322
3,71,178,874,62203,11,112,200,98,24,4700.01,0.2143,2352,72,8341.02,0.6429,39,0.5385,195.83375,75.854375,3641.01,48,0.545454545454545
7,111,111,398,21341,8,72,58,24.64,29,847,0.4028,714.56,71,1620,0.9861,6,0.5385,29.2068965517241,18.4047619047619,773,42,0.976744186046512
7,111,111,398,50392,7,139,148,55.38,31,3791.01,0.223,1716.78,106,8517,0.7626,33,0.5385,122.29064516129,63.0132,4725.99,75,0.694444444444444
7,112,113,489,56433,11,97,48,18,47,2119,0.4845,846,94,3183.02,0.9691,26,0.5385,45.0851063829787,22.6387234042553,1064.02,47,0.94
7,112,113,489,56492,11,116,68,25.5,56,3512.99,0.4828,1428,105,4909.99,0.9052,32,0.5385,62.7319642857143,28.5102040816327,1397,49,0.816666666666667
7,112,113,489,56493,11,90,48,18,39,1756,0.4333,702,81,2598.01,0.9,21,0.5385,45.025641025641,20.0478571428571,842.01,42,0.823529411764706
7,112,113,489,56497,10,111,78,29.25,32,2324,0.2883,936,98,4655.04,0.8829,20,0.5385,72.625,35.3187878787879,2331.04,66,0.835443037974684
7,114,114,631,17566,7,186,29.99,12,61,1574.98,0.328,732,172,3080.98,0.9247,22,0.5385,25.8193442622951,13.5675675675676,1506,111,0.888
7,114,114,904,8076,11,248,19,9.5,111,1971.98,0.4476,1054.5,227,3299.06,0.9153,49,0.5385,17.7655855855856,11.4403448275862,1327.08,116,0.846715328467153
7,114,114,904,8078,10,208,19,9.5,71,1277.07,0.3413,674.5,180,2582.13,0.8654,40,0.5385,17.9869014084507,11.9730275229358,1305.06,109,0.795620437956204
7,114,114,904,8080,11,272,19,9.5,127,2255.98,0.4669,1206.5,227,3268.06,0.8346,56,0.5385,17.7636220472441,10.1208,1012.08,100,0.689655172413793
7,114,114,904,8081,11,320,19,9.5,85,1544.01,0.2656,807.5,262,3469.97,0.8188,51,0.5385,18.1648235294118,10.8811299435028,1925.96,177,0.753191489361702
7,118,118,903,10209,1,184,78,34.2,36,2703.01,0.1957,1231.2,164,7199.96,0.8913,70,0.5385,75.0836111111111,35.132421875,4496.95,128,0.864864864864865
7,118,118,903,14523,6,90,40,17.1,26,875.01,0.2889,444.6,79,1689.01,0.8778,10,0.5385,33.6542307692308,15.3584905660377,814,53,0.828125
7,112,122,410,22652,4,28,89,39.61,8,663,0.2857,316.88,19,1271,0.6786,6,0.5385,82.875,55.2727272727273,608,11,0.55
7,118,719,665,58130,6,75,99,49.5,11,984,0.1467,544.5,39,2494.01,0.52,17,0.5385,89.4545454545455,53.9289285714286,1510.01,28,0.4375
7,111,899,3,79133,12,348,45,13.4,237,9946.01,0.681,3175.8,318,12268.96,0.9138,67,0.5385,41.9662869198312,28.6783950617284,2322.95,81,0.72972972972973
7,111,899,3,79162,11,444,39,13.42,275,9983.02,0.6194,3690.5,369,12314.02,0.8311,119,0.5385,36.3018909090909,24.7978723404255,2331,94,0.556213017751479
7,111,899,3,79163,12,396,39,13.42,253,9254.07,0.6389,3395.26,345,11423.06,0.8712,99,0.5385,36.5773517786561,23.5759782608696,2168.99,92,0.643356643356643
