"Division","Buyer","Dept","Vendor","Markstyle","first_Wk","regular_num_ordered","Full_Price","Unit_Cost","Q1","R1","regular_sellThru","regular_cost","full_cycle_num_sold","full_cycle_sales","full_ST","full_Rtns","P4P","p1","p2","R2","Q2","ST2"
32,144,144,410,24508,10,24,89,39.61,8,623,0.3333,316.88,18,882,0.75,9,0.3636,77.875,25.9,259,10,0.625
32,144,485,3,74418,7,333,89,34.29,166,13277.97,0.4985,5692.14,292,19861.89,0.8769,102,0.3636,79.9877710843373,52.2533333333333,6583.92,126,0.754491017964072
32,144,485,3,74562,7,99,79,25.51,62,4076.98,0.6263,1581.62,89,5324.98,0.899,25,0.3636,65.7577419354839,46.2222222222222,1248,27,0.72972972972973
32,144,485,3,74687,13,279,69,26.14,29,1886.02,0.1039,758.06,173,4005.07,0.6201,103,0.3636,65.0351724137931,14.715625,2119.05,144,0.576
3,162,195,853,35801,3,42,248,107.1,8,1984,0.1905,856.8,33,5022.01,0.7857,23,0.3684,248,121.5204,3038.01,25,0.735294117647059
7,118,118,197,67743,10,24,128,55.44,5,640,0.2083,277.2,24,1962,1,6,0.3684,128,69.5789473684211,1322,19,1
7,118,118,903,14044,6,122,74,32.4,85,5345.01,0.6967,2754,111,6661.01,0.9098,32,0.3684,62.8824705882353,50.6153846153846,1316,26,0.702702702702703
7,118,118,903,16104,6,188,108,47.7,90,8290.01,0.4787,4293,166,13445.96,0.883,90,0.3684,92.1112222222222,67.841447368421,5155.95,76,0.775510204081633
7,118,118,903,21606,10,60,70,30.6,27,1759.01,0.45,826.2,52,2971.01,0.8667,23,0.3684,65.1485185185185,48.48,1212,25,0.757575757575758
7,118,118,903,21607,10,105,128,56.7,52,6052.97,0.4952,2948.4,93,9049,0.8857,34,0.3684,116.403269230769,73.0739024390244,2996.03,41,0.773584905660377
7,118,209,508,63482,13,83,44,16,59,2478.98,0.7108,944,82,3057.98,0.988,18,0.3684,42.0166101694915,25.1739130434783,579,23,0.958333333333333
7,118,209,508,63488,13,84,48,18,50,2262,0.5952,900,79,2928,0.9405,23,0.3684,45.24,22.9655172413793,666,29,0.852941176470588
7,112,713,282,12040,4,158,250,100,55,12339.02,0.3481,5500,142,24765.96,0.8987,36,0.3684,224.345818181818,142.838390804598,12426.94,87,0.844660194174757
7,112,713,282,42016,4,75,150,60,40,5616.02,0.5333,2400,68,8602.02,0.9067,23,0.3684,140.4005,106.642857142857,2986,28,0.8
7,112,713,282,43114,10,112,125,50,38,4472.02,0.3393,1900,94,7752.03,0.8393,33,0.3684,117.684736842105,58.5716071428571,3280.01,56,0.756756756756757
32,144,144,410,24515,11,18,59,26.26,5,262,0.2778,131.3,16,607,0.8889,1,0.3684,52.4,31.3636363636364,345,11,0.846153846153846
32,144,144,410,24607,10,36,89,39.61,2,164,0.0556,79.22,29,1046.99,0.8056,6,0.3684,82,32.7033333333333,882.99,27,0.794117647058823
32,144,144,410,24684,10,24,79,35.16,4,316,0.1667,140.64,16,831,0.6667,6,0.3684,79,42.9166666666667,515,12,0.6
32,144,485,3,74563,9,72,79,25.97,21,1358.02,0.2917,545.37,57,3002.03,0.7917,15,0.3684,64.667619047619,45.6669444444445,1644.01,36,0.705882352941177
3,172,162,503,46112,12,18,360,140,10,3528,0.5556,1400,12,3649,0.6667,7,0.375,352.8,60.5,121,2,0.25
3,162,164,410,34540,7,23,144,71,6,842,0.2609,426,17,1841,0.7391,8,0.375,140.333333333333,90.8181818181818,999,11,0.647058823529412
3,162,164,595,40381,6,20,275,125,7,1664,0.35,875,14,3022,0.7,15,0.375,237.714285714286,194,1358,7,0.538461538461538
3,162,164,595,40650,6,12,275,125,4,1100,0.3333,500,10,2448,0.8333,4,0.375,275,224.666666666667,1348,6,0.75
3,162,164,595,40750,7,28,150,68,9,1234,0.3214,612,21,2278,0.75,10,0.375,137.111111111111,87,1044,12,0.631578947368421
3,172,172,139,48674,7,280,328,159,55,16711.01,0.1964,8745,158,24758.98,0.5643,154,0.375,303.836545454545,78.1356310679612,8047.97,103,0.457777777777778
3,71,178,874,62198,11,138,200,98,39,7530,0.2826,3822,86,11637.97,0.6232,63,0.375,193.076923076923,87.4036170212766,4107.97,47,0.474747474747475
3,162,195,613,37960,6,30,195,76,6,1062.99,0.2,456,16,2461.99,0.5333,11,0.375,177.165,139.9,1399,10,0.416666666666667
3,162,195,769,91002,8,15,156,61.2,4,562,0.2667,244.8,15,1742,1,4,0.375,140.5,107.272727272727,1180,11,1
3,162,195,966,68501,7,40,170,67.15,5,791,0.125,335.75,25,2867,0.625,12,0.375,158.2,103.8,2076,20,0.571428571428571
7,114,114,559,49760,9,363,59,21.7,51,2703,0.1405,1106.7,291,8112.06,0.8017,58,0.375,53,22.53775,5409.06,240,0.769230769230769
7,114,114,631,18442,7,144,40,17,94,4657.07,0.6528,1598,124,5566.07,0.8611,32,0.375,49.5432978723404,30.3,909,30,0.6
7,118,118,130,46090,6,24,148,58.4,16,2026.01,0.6667,934.4,22,2504.01,0.9167,9,0.375,126.625625,79.6666666666667,478,6,0.75
7,118,118,197,41926,2,92,32,13.2,4,123,0.0435,52.8,62,712.02,0.6739,17,0.375,30.75,10.1555172413793,589.02,58,0.659090909090909
7,112,122,410,22740,7,83,139,61.86,29,3502.01,0.3494,1793.94,70,6249.04,0.8434,33,0.375,120.758965517241,67.0007317073171,2747.03,41,0.759259259259259
7,112,122,410,22864,9,52,99,37.13,12,1153,0.2308,445.56,46,2818.01,0.8846,10,0.375,96.0833333333333,48.9708823529412,1665.01,34,0.85
7,112,122,410,22866,9,157,159,59.63,88,12810.97,0.5605,5247.44,139,18377.98,0.8854,58,0.375,145.579204545455,109.157058823529,5567.01,51,0.739130434782609
7,112,122,410,22867,9,184,79,29.63,91,6647.99,0.4946,2696.33,166,9746.99,0.9022,60,0.375,73.0548351648352,41.32,3099,75,0.806451612903226
7,112,122,410,22869,10,147,99,37.13,77,6994.03,0.5238,2859.01,126,9456.03,0.8571,45,0.375,90.8315584415584,50.2448979591837,2462,49,0.7
7,112,122,410,22881,10,201,119,44.63,40,4389,0.199,1785.2,156,10278,0.7761,42,0.375,109.725,50.7672413793103,5889,116,0.720496894409938
7,112,122,410,22980,13,82,69,25.88,49,3212,0.5976,1268.12,75,4156.01,0.9146,15,0.375,65.5510204081633,36.3080769230769,944.01,26,0.787878787878788
7,112,122,410,22981,13,174,52,19.5,54,2496,0.3103,1053,158,4864.02,0.908,25,0.375,46.2222222222222,22.7694230769231,2368.02,104,0.866666666666667
7,118,209,508,23495,6,45,28,11,26,625.01,0.5778,286,41,909.01,0.9111,7,0.375,24.0388461538462,18.9333333333333,284,15,0.789473684210526
7,118,209,508,32496,8,86,28,11,10,239,0.1163,110,71,878.01,0.8256,14,0.375,23.9,10.4755737704918,639.01,61,0.802631578947368
7,118,209,687,12613,7,66,34,13.6,10,295,0.1515,136,54,841.01,0.8182,11,0.375,29.5,12.4093181818182,546.01,44,0.785714285714286
7,112,675,969,49119,6,156,59,23.6,24,1304.99,0.1538,566.4,142,3814.95,0.9103,29,0.375,54.3745833333333,21.2708474576271,2509.96,118,0.893939393939394
7,112,675,969,49149,6,108,69,27.6,28,1803.01,0.2593,772.8,64,3453.02,0.5926,32,0.375,64.3932142857143,45.8336111111111,1650.01,36,0.45
7,118,701,619,80138,6,59,60,26.1,19,1068,0.322,495.9,52,2330.02,0.8814,14,0.375,56.2105263157895,38.2430303030303,1262.02,33,0.825
7,118,701,619,80945,6,64,130,56.55,17,2039,0.2656,961.35,48,4838.01,0.75,9,0.375,119.941176470588,90.2906451612903,2799.01,31,0.659574468085106
7,118,701,619,81633,6,14,90,39.15,4,324,0.2857,156.6,12,706,0.8571,2,0.375,81,47.75,382,8,0.8
7,118,701,619,81816,2,62,170,73.95,6,995,0.0968,443.7,47,4112,0.7581,11,0.375,165.833333333333,76.0243902439024,3117,41,0.732142857142857
7,112,713,282,53021,11,14,75,30,3,225,0.2143,90,13,587,0.9286,3,0.375,75,36.2,362,10,0.909090909090909
7,112,713,282,92350,7,196,100,40,82,7012.04,0.4184,3280,171,11228.02,0.8724,67,0.375,85.5126829268293,47.3705617977528,4215.98,89,0.780701754385965
7,112,718,595,1355,5,238,79,34.76,177,12605.04,0.7437,6152.52,218,14804.04,0.916,25,0.375,71.2149152542373,53.6341463414634,2199,41,0.672131147540984
7,112,718,595,1359,6,202,109,47.96,76,7151.05,0.3762,3644.96,167,13488.06,0.8267,69,0.375,94.0927631578947,69.6374725274725,6337.01,91,0.722222222222222
7,112,718,595,19445,6,80,149,36.88,45,4379,0.5625,1659.6,73,5619.01,0.9125,18,0.375,97.3111111111111,44.2860714285714,1240.01,28,0.8
7,111,899,3,78834,9,288,45,16.01,54,2071.97,0.1875,864.54,201,3924.99,0.6979,29,0.375,38.3698148148148,12.6055782312925,1853.02,147,0.628205128205128
7,111,899,3,78835,9,216,45,16.01,47,1649.01,0.2176,752.47,149,3145.07,0.6898,31,0.375,35.0853191489362,14.6672549019608,1496.06,102,0.603550295857988
7,111,899,3,78857,10,108,45,19.06,24,792,0.2222,457.44,96,1602,0.8889,22,0.375,33,11.25,810,72,0.857142857142857
7,111,899,3,78863,9,372,49,17.12,133,5390.01,0.3575,2276.96,287,9610.94,0.7715,110,0.375,40.5263909774436,27.4086363636364,4220.93,154,0.644351464435146
7,111,899,3,78905,8,372,69,19.35,73,3469.09,0.1962,1412.55,288,8365.11,0.7742,90,0.375,47.5217808219178,22.7721860465116,4896.02,215,0.719063545150502
7,111,899,3,78906,8,492,79,16.46,101,5669.94,0.2053,1662.46,341,10656.97,0.6931,85,0.375,56.1380198019802,20.7792916666667,4987.03,240,0.61381074168798
7,111,899,3,78933,9,360,49,13.55,119,4819.06,0.3306,1612.45,313,8512.04,0.8694,93,0.375,40.4963025210084,19.0359793814433,3692.98,194,0.804979253112033
7,111,899,3,78958,9,108,45,13.94,21,854.99,0.1944,292.74,81,1784.99,0.75,28,0.375,40.7138095238095,15.5,930,60,0.689655172413793
7,111,899,3,79070,8,297,99,39.18,113,9089.06,0.3805,4427.34,257,16537.1,0.8653,50,0.375,80.4341592920354,51.7225,7448.04,144,0.782608695652174
7,111,899,3,79118,8,401,49,15.88,102,4207.92,0.2544,1619.76,323,9435.13,0.8055,39,0.375,41.2541176470588,23.6525339366516,5227.21,221,0.739130434782609
7,111,899,3,79200,9,396,89,29.97,149,11494.02,0.3763,4465.53,353,18839.1,0.8914,99,0.375,77.1410738255034,36.005294117647,7345.08,204,0.825910931174089
7,111,899,3,79218,9,142,69,25.98,94,5333.02,0.662,2442.12,132,6829.04,0.9296,56,0.375,56.7342553191489,39.368947368421,1496.02,38,0.791666666666667
7,111,899,3,79228,8,264,39,14.86,71,2395.02,0.2689,1055.06,227,5328.97,0.8598,53,0.375,33.732676056338,18.8073717948718,2933.95,156,0.808290155440414
31,190,92,853,40311,6,54,75,32.64,10,598,0.1852,326.4,35,1435,0.6481,15,0.375,59.8,33.48,837,25,0.568181818181818
31,190,92,853,40322,6,50,95,40.32,4,371,0.08,161.28,30,1194,0.6,3,0.375,92.75,31.6538461538462,823,26,0.565217391304348
31,154,154,404,57400,2,324,69,20,59,3975.02,0.1821,1180,286,10341.13,0.8827,80,0.375,67.373220338983,28.0445374449339,6366.11,227,0.856603773584906
31,190,778,595,4819,11,58,39,17.16,23,849.99,0.3966,394.68,56,1513.99,0.9655,8,0.375,36.9560869565217,20.1212121212121,664,33,0.942857142857143
31,190,779,665,11828,12,71,35,17.5,45,1335.01,0.6338,787.5,70,1807.01,0.9859,10,0.375,29.6668888888889,18.88,472,25,0.961538461538462
32,144,75,508,19727,6,66,28,10,14,331.02,0.2121,140,62,1071.04,0.9394,9,0.375,23.6442857142857,15.4170833333333,740.02,48,0.923076923076923
32,144,75,508,32872,7,41,28,11,9,228,0.2195,99,37,664,0.9024,6,0.375,25.3333333333333,15.5714285714286,436,28,0.875
32,144,75,903,15703,5,96,98,43.2,32,2716,0.3333,1382.4,86,5778.01,0.8958,26,0.375,84.875,56.7038888888889,3062.01,54,0.84375
32,144,75,903,16101,5,130,108,47.7,41,3791,0.3154,1955.7,97,7690.02,0.7462,44,0.375,92.4634146341463,69.6253571428572,3899.02,56,0.629213483146067
32,144,144,197,65810,9,272,98,42.24,68,6079.92,0.25,2872.32,239,11732.93,0.8787,87,0.375,89.4105882352941,33.0585380116959,5653.01,171,0.838235294117647
32,144,144,410,24156,1,24,199,88.56,17,3253,0.7083,1505.52,22,3686,0.9167,8,0.375,191.352941176471,86.6,433,5,0.714285714285714
32,144,144,489,56451,11,118,68,25.5,41,2540.01,0.3475,1045.5,92,3724.03,0.7797,23,0.375,61.9514634146342,23.2160784313725,1184.02,51,0.662337662337662
32,144,144,969,49258,9,102,89,35.6,19,1566.01,0.1863,676.4,77,3307.99,0.7549,17,0.375,82.4215789473684,30.0341379310345,1741.98,58,0.698795180722892
32,144,461,595,1334,7,154,89,39.16,22,1684.98,0.1429,861.52,145,5582.97,0.9416,21,0.375,76.59,31.6909756097561,3897.99,123,0.931818181818182
32,144,461,595,4769,5,194,59,25.96,63,3349.04,0.3247,1635.48,186,7452.08,0.9588,40,0.375,53.1593650793651,33.3580487804878,4103.04,123,0.938931297709924
32,144,463,665,51139,6,70,99,49.5,22,1920.03,0.3143,1089,61,3603.05,0.8714,18,0.375,87.2740909090909,43.154358974359,1683.02,39,0.8125
32,144,463,665,58129,6,81,99,49.5,11,840.97,0.1358,544.5,63,2843.99,0.7778,27,0.375,76.4518181818182,38.5196153846154,2003.02,52,0.742857142857143
32,144,485,3,74421,9,228,59,20.01,66,3341,0.2895,1320.66,167,5562.03,0.7325,53,0.375,50.6212121212121,21.990396039604,2221.03,101,0.623456790123457
3,162,164,595,41381,1,30,298,135,11,3233,0.3667,1485,27,6933,0.9,8,0.381,293.909090909091,231.25,3700,16,0.842105263157895
7,118,118,197,43355,9,90,34,14.08,38,1137,0.4222,535.04,86,2041.02,0.9556,24,0.381,29.9210526315789,18.83375,904.02,48,0.923076923076923
7,118,118,738,40170,6,58,88,39.06,16,1239,0.2759,624.96,34,2251,0.5862,11,0.381,77.4375,56.2222222222222,1012,18,0.428571428571429
7,118,118,903,25011,12,126,68,29.7,100,6241.99,0.7937,2970,108,6614.98,0.8571,45,0.381,62.4199,46.62375,372.99,8,0.307692307692308
7,112,194,4,72324,12,168,29,12.26,72,1990.02,0.4286,882.72,149,3128.03,0.8869,47,0.381,27.6391666666667,14.7793506493507,1138.01,77,0.802083333333333
31,190,152,410,83939,8,11,109,40.88,9,892,0.8182,367.92,16,1509,1.4545,2,0.381,99.1111111111111,88.1428571428571,617,7,3.5
32,144,485,3,74493,8,228,39,16.86,117,3784.02,0.5132,1972.62,199,5749.04,0.8728,41,0.381,32.3420512820513,23.9636585365854,1965.02,82,0.738738738738739
32,144,485,3,74511,8,189,69,19.12,69,3970.96,0.3651,1319.28,140,6068.01,0.7407,60,0.381,57.5501449275362,29.5359154929577,2097.05,71,0.591666666666667
32,144,485,3,74515,8,99,69,22.91,62,3628,0.6263,1420.42,87,4559.99,0.8788,27,0.381,58.5161290322581,37.2796,931.99,25,0.675675675675676
32,144,485,3,74528,7,234,20,7.8,50,897.05,0.2137,390,206,2359.04,0.8803,21,0.381,17.941,9.37173076923077,1461.99,156,0.847826086956522
32,144,485,3,74570,7,297,59,21.65,103,5538.03,0.3468,2229.95,235,10546.1,0.7912,114,0.381,53.7672815533981,37.9399242424242,5008.07,132,0.680412371134021
32,144,677,4,71678,7,138,25,7.95,38,862.02,0.2754,302.1,123,2027.1,0.8913,30,0.381,22.6847368421053,13.7068235294118,1165.08,85,0.85
3,145,145,608,1215,14,24,198,80,9,1618,0.375,720,21,2837,0.875,5,0.3846,179.777777777778,101.583333333333,1219,12,0.8
3,172,162,918,12188,7,84,390,171,44,15769.03,0.5238,7524,50,15962.02,0.5952,79,0.3846,358.387045454545,32.165,192.99,6,0.15
3,162,164,410,34224,10,48,144,71,17,2225,0.3542,1207,36,3601,0.75,13,0.3846,130.882352941176,72.4210526315789,1376,19,0.612903225806452
3,172,172,153,51258,7,27,250,108,15,3713,0.5556,1620,22,4951,0.8148,2,0.3846,247.533333333333,176.857142857143,1238,7,0.583333333333333
3,172,172,932,41491,6,108,338,147.6,55,16818,0.5093,8118,90,24062.99,0.8333,94,0.3846,305.781818181818,206.999714285714,7244.99,35,0.660377358490566
3,162,195,28,7871,7,30,150,63,20,2709,0.6667,1260,25,3103,0.8333,22,0.3846,135.45,78.8,394,5,0.5
3,162,195,238,23847,8,18,242,99,7,1543,0.3889,693,13,2862,0.7222,8,0.3846,220.428571428571,219.833333333333,1319,6,0.545454545454545
3,196,197,120,42806,2,77,239.99,120,28,5432,0.3636,3360,62,10662.98,0.8052,25,0.3846,194,153.852352941176,5230.98,34,0.693877551020408
7,112,113,231,8150,12,102,98,34.3,7,635.99,0.0686,240.1,46,1743.99,0.451,14,0.3846,90.8557142857143,28.4102564102564,1108,39,0.410526315789474
7,112,113,489,56495,11,168,48,18,82,3697.03,0.4881,1476,147,5184.04,0.875,29,0.3846,45.0857317073171,22.8770769230769,1487.01,65,0.755813953488372
7,112,113,528,65032,11,30,98,49,6,568,0.2,294,19,1070,0.6333,4,0.3846,94.6666666666667,38.6153846153846,502,13,0.541666666666667
7,112,113,528,65313,12,36,150,75,9,1238,0.25,675,14,1515,0.3889,10,0.3846,137.555555555556,55.4,277,5,0.185185185185185
7,112,113,528,65324,11,30,152,76,7,980,0.2333,532,14,1438,0.4667,5,0.3846,140,65.4285714285714,458,7,0.304347826086957
7,118,118,903,14225,6,74,72,31.5,27,1725.99,0.3649,850.5,55,2888.99,0.7432,17,0.3846,63.9255555555556,41.5357142857143,1163,28,0.595744680851064
7,112,122,410,22585,1,35,59,26.26,2,118,0.0571,52.52,30,912.01,0.8571,8,0.3846,59,28.3575,794.01,28,0.848484848484849
7,112,122,410,22694,4,80,39,17.36,53,1874.01,0.6625,920.08,70,2475.01,0.875,25,0.3846,35.358679245283,35.3529411764706,601,17,0.62962962962963
7,112,122,410,22841,10,18,139,61.86,12,1598,0.6667,742.32,18,2199,1,3,0.3846,133.166666666667,100.166666666667,601,6,1
7,112,122,410,22893,8,26,99,44.06,15,1325,0.5769,660.9,23,1873,0.8846,3,0.3846,88.3333333333333,68.5,548,8,0.727272727272727
7,112,713,282,53093,10,10,100,40,7,680,0.7,280,9,793,0.9,3,0.3846,97.1428571428571,56.5,113,2,0.666666666666667
7,112,718,595,27519,11,222,89,39.16,64,5272.05,0.2883,2506.24,182,10195.11,0.8198,77,0.3846,82.37578125,41.7208474576271,4923.06,118,0.746835443037975
7,112,718,595,28497,10,206,69,30.36,119,7658.02,0.5777,3612.84,194,10549.99,0.9417,40,0.3846,64.3531092436975,38.5596,2891.97,75,0.862068965517241
7,111,899,3,78327,1,279,79,28.88,180,13280.98,0.6452,5198.4,237,16175.96,0.8495,110,0.3846,73.7832222222222,50.7891228070175,2894.98,57,0.575757575757576
7,111,899,3,78329,1,95,79,30.03,36,2738,0.3789,1081.08,49,3258,0.5158,45,0.3846,76.0555555555556,40,520,13,0.220338983050847
7,111,899,3,78708,1,108,69,18.01,17,1104,0.1574,306.17,67,2466.99,0.6204,19,0.3846,64.9411764705882,27.2598,1362.99,50,0.549450549450549
7,111,899,3,79161,12,420,39,13.42,281,9932.13,0.669,3771.02,368,11858.14,0.8762,75,0.3846,35.3456583629893,22.1380459770115,1926.01,87,0.62589928057554
7,111,899,3,79578,12,456,45,14.86,218,9218.92,0.4781,3239.48,344,12367.02,0.7544,85,0.3846,42.288623853211,24.9849206349206,3148.1,126,0.529411764705882
7,111,899,3,79661,11,204,69,27.29,67,4216,0.3284,1828.43,137,6422.08,0.6716,65,0.3846,62.9253731343284,31.5154285714286,2206.08,70,0.510948905109489
31,190,616,619,50481,6,43,44,20.02,11,442,0.2558,220.22,42,1232,0.9767,4,0.3846,40.1818181818182,25.4838709677419,790,31,0.96875
32,144,461,595,19438,1,184,129,56.76,106,13134.06,0.5761,6016.56,167,17570.06,0.9076,61,0.3846,123.906226415094,72.7213114754099,4436,61,0.782051282051282
32,144,463,665,56127,6,77,79,39.5,22,1550.03,0.2857,869,64,2868.02,0.8312,18,0.3846,70.4559090909091,31.3807142857143,1317.99,42,0.763636363636364
3,162,195,776,49331,2,30,130,48.97,23,2939,0.7667,1126.31,26,3252,0.8667,9,0.3889,127.782608695652,104.333333333333,313,3,0.428571428571429
3,162,195,853,35770,3,20,240,103.5,4,960,0.2,414,7,1153,0.35,10,0.3889,240,64.3333333333333,193,3,0.1875
7,118,118,903,11317,1,188,68,29.7,94,6087.99,0.5,2791.8,168,9129.99,0.8936,73,0.3889,64.7658510638298,41.1081081081081,3042,74,0.787234042553192
7,112,122,410,22836,10,42,139,61.86,16,2100,0.381,989.76,36,3661,0.8571,11,0.3889,131.25,78.05,1561,20,0.769230769230769
7,112,122,410,22839,10,50,79,35.16,24,1814,0.48,843.84,47,2981,0.94,6,0.3889,75.5833333333333,50.7391304347826,1167,23,0.884615384615385
7,112,122,410,22845,10,46,99,44.06,14,1296,0.3043,616.84,37,2590,0.8043,6,0.3889,92.5714285714286,56.2608695652174,1294,23,0.71875
7,112,675,969,49112,1,48,69,27.6,5,314,0.1042,138,39,1703.01,0.8125,9,0.3889,62.8,40.8532352941176,1389.01,34,0.790697674418605
7,112,675,969,49177,1,48,149,59.6,26,3763,0.5417,1549.6,42,4986,0.875,12,0.3889,144.730769230769,76.4375,1223,16,0.727272727272727
7,118,879,460,24142,11,84,69,25.88,42,2662,0.5,1086.96,82,3995.98,0.9762,18,0.3889,63.3809523809524,33.3495,1333.98,40,0.952380952380952
7,118,879,460,24144,10,96,69,25.88,47,3026.01,0.4896,1216.36,87,4314.99,0.9063,22,0.3889,64.3831914893617,32.2245,1288.98,40,0.816326530612245
7,118,879,460,24381,11,54,39,13.88,31,1152.01,0.5741,430.28,51,1448.01,0.9444,8,0.3889,37.1616129032258,14.8,296,20,0.869565217391304
31,190,152,410,39543,10,33,199,88.56,15,2766,0.4545,1328.4,30,4551,0.9091,4,0.3889,184.4,119,1785,15,0.833333333333333
31,190,152,410,39725,10,42,89,33.38,17,1429,0.4048,567.46,36,2572.01,0.8571,14,0.3889,84.0588235294118,60.1584210526316,1143.01,19,0.76
31,190,152,410,39805,10,36,64,28.48,22,1331,0.6111,626.56,33,1804,0.9167,12,0.3889,60.5,43,473,11,0.785714285714286
31,190,193,3,72109,3,24,69,20.59,9,613,0.375,185.31,23,1348,0.9583,6,0.3889,68.1111111111111,52.5,735,14,0.933333333333333
31,190,779,665,81012,3,59,85,31.88,11,922,0.1864,350.68,36,2465.98,0.6102,12,0.3889,83.8181818181818,61.7592,1543.98,25,0.520833333333333
32,144,75,508,34726,11,70,28,10,19,505.02,0.2714,190,65,1196.04,0.9286,11,0.3889,26.58,15.0221739130435,691.02,46,0.901960784313726
32,144,75,508,34871,11,51,48,17.5,10,458,0.1961,175,40,1170,0.7843,6,0.3889,45.8,23.7333333333333,712,30,0.731707317073171
32,144,75,903,10208,5,96,88,38.7,62,4845.99,0.6458,2399.4,88,6248.99,0.9167,24,0.3889,78.1611290322581,53.9615384615385,1403,26,0.764705882352941
32,144,144,410,24554,9,21,99,44.06,15,1281,0.7143,660.9,19,1520,0.9048,13,0.3889,85.4,59.75,239,4,0.666666666666667
3,172,162,299,480,2,39,345,155,11,3743,0.2821,1705,20,4564.99,0.5128,20,0.4,340.272727272727,91.3322222222222,821.99,9,0.321428571428571
3,172,162,660,34275,5,64,388,151.2,31,11237.02,0.4844,4687.2,47,14067.03,0.7344,38,0.4,362.484516129032,176.875625,2830.01,16,0.484848484848485
3,162,164,595,35350,6,18,440,200,8,3154,0.4444,1600,13,3984,0.7222,15,0.4,394.25,166,830,5,0.5
3,162,164,595,37950,7,34,255,116,14,3222,0.4118,1624,27,4909.01,0.7941,19,0.4,230.142857142857,129.77,1687.01,13,0.65
3,162,164,595,40790,7,44,275,125,16,4208,0.3636,2000,36,7317,0.8182,31,0.4,263,155.45,3109,20,0.714285714285714
3,172,172,139,87394,12,38,308,149,13,3856,0.3421,1937,23,5737,0.6053,20,0.4,296.615384615385,188.1,1881,10,0.4
3,172,172,153,51293,10,28,138,57.6,17,2305,0.6071,979.2,20,2503,0.7143,10,0.4,135.588235294118,66,198,3,0.272727272727273
3,172,172,364,35010,4,42,366,160.2,13,4562,0.3095,2082.6,30,9858,0.7143,24,0.4,350.923076923077,311.529411764706,5296,17,0.586206896551724
3,172,172,613,59280,6,108,290,112,68,18507,0.6296,7616,85,19763.98,0.787,56,0.4,272.161764705882,73.94,1256.98,17,0.425
3,162,195,118,65850,13,16,136,52.26,2,238,0.125,104.52,9,750,0.5625,6,0.4,119,73.1428571428571,512,7,0.5
3,162,195,139,38726,13,80,202,83.3,35,6836.99,0.4375,2915.5,60,7474.98,0.75,45,0.4,195.342571428571,25.5196,637.99,25,0.555555555555556
3,162,195,238,23644,12,12,275,112.5,5,1375,0.4167,562.5,9,2355,0.75,4,0.4,275,245,980,4,0.571428571428571
3,162,195,298,28061,11,27,168,83.7,6,764,0.2222,502.2,22,2067.01,0.8148,23,0.4,127.333333333333,81.438125,1303.01,16,0.761904761904762
3,162,195,322,31780,7,18,310,147.25,6,1767,0.3333,883.5,12,3133,0.6667,13,0.4,294.5,227.666666666667,1366,6,0.5
3,162,195,613,38091,11,173,185,72,47,8260.05,0.2717,3384,136,16014.07,0.7861,73,0.4,175.745744680851,87.1238202247191,7754.02,89,0.706349206349206
3,162,195,613,38110,9,37,195,76,8,1431,0.2162,608,24,3246,0.6486,13,0.4,178.875,113.4375,1815,16,0.551724137931034
3,162,195,853,41410,7,34,320,139.5,7,2176,0.2059,976.5,22,5565,0.6471,13,0.4,310.857142857143,225.933333333333,3389,15,0.555555555555556
3,162,195,853,41470,8,16,198,84.6,8,1432,0.5,676.8,10,1734,0.625,10,0.4,179,151,302,2,0.25
3,162,195,874,62042,5,242,148,72,64,8543,0.2645,4608,172,19029,0.7107,71,0.4,133.484375,97.0925925925926,10486,108,0.606741573033708
3,162,195,970,7700,12,28,183,78.02,12,2117,0.4286,936.24,22,3462,0.7857,5,0.4,176.416666666667,134.5,1345,10,0.625
3,196,197,120,42804,2,157,239.99,120,49,9691.03,0.3121,5880,143,22188.05,0.9108,53,0.4,197.77612244898,132.947021276596,12497.02,94,0.87037037037037
3,196,197,407,41891,3,190,199.99,99.5,47,9446,0.2474,4676.5,170,24974.97,0.8947,40,0.4,200.978723404255,126.251788617886,15528.97,123,0.86013986013986
7,114,68,680,92600,10,360,89,31,46,2725.01,0.1278,1426,237,7562.93,0.6583,68,0.4,59.239347826087,25.3294240837696,4837.92,191,0.60828025477707
7,114,68,680,92920,10,360,79,29,76,4476.99,0.2111,2204,258,9499.99,0.7167,54,0.4,58.9077631578947,27.5989010989011,5023,182,0.640845070422535
7,112,113,231,3951,10,146,98,41.65,14,1318,0.0959,583.1,87,4404.01,0.5959,24,0.4,94.1428571428571,42.2741095890411,3086.01,73,0.553030303030303
7,114,114,559,48310,9,320,30,12,84,2669.03,0.2625,1008,277,5655.05,0.8656,80,0.4,31.7741666666667,15.4716062176166,2986.02,193,0.817796610169492
7,114,114,559,48420,9,455,30,12,57,1915.05,0.1253,684,389,6369.13,0.8549,83,0.4,33.5973684210526,13.4159036144578,4454.08,332,0.834170854271357
7,118,118,197,41112,8,242,68,29.04,100,6189.07,0.4132,2904,198,9559.1,0.8182,76,0.4,61.8907,34.3880612244898,3370.03,98,0.690140845070423
7,118,118,903,24315,10,137,198,88.2,54,9882.98,0.3942,4762.8,113,16436.01,0.8248,50,0.4,183.018148148148,111.068305084746,6553.03,59,0.710843373493976
