"Division","Buyer","Dept","Vendor","Markstyle","first_Wk","regular_num_ordered","Full_Price","Unit_Cost","Q1","R1","regular_sellThru","regular_cost","full_cycle_num_sold","full_cycle_sales","full_ST","full_Rtns","P4P","p1","p2","R2","Q2","ST2"
8,887,887,831,45977,8,16,552,240,5,2396,0.3125,1200,12,5227,0.75,10,0,479.2,404.428571428571,2831,7,0.636363636363636
8,887,887,831,45980,8,18,175,76,12,1779.01,0.6667,912,17,2516.01,0.9444,4,0,148.250833333333,147.4,737,5,0.833333333333333
8,887,887,831,45981,8,18,161,70,7,908,0.3889,490,14,1717,0.7778,7,0,129.714285714286,115.571428571429,809,7,0.636363636363636
8,887,887,831,45983,8,22,145,63,8,918,0.3636,504,20,2037,0.9091,5,0,114.75,93.25,1119,12,0.857142857142857
8,887,887,831,45986,8,24,495,215,9,3920,0.375,1935,25,9731,1.0417,7,0,435.555555555556,363.1875,5811,16,1.06666666666667
8,887,887,831,45996,8,22,129,56,3,330,0.1364,168,11,827,0.5,10,0,110,62.125,497,8,0.421052631578947
8,887,887,831,45997,8,22,129,56,3,330,0.1364,168,12,1092,0.5455,5,0,110,84.6666666666667,762,9,0.473684210526316
8,887,887,831,45999,12,15,129,56,3,387,0.2,168,10,914,0.6667,6,0,129,75.2857142857143,527,7,0.583333333333333
8,887,887,831,46000,10,13,129,56,3,361,0.2308,168,11,1057,0.8462,7,0,120.333333333333,87,696,8,0.8
8,887,887,831,46010,11,15,87,38,1,82,0.0667,38,3,200,0.2,0,0,82,59,118,2,0.142857142857143
8,887,887,831,46021,12,13,87,38,6,477,0.4615,228,19,977,1.4615,14,0,79.5,38.4615384615385,500,13,1.85714285714286
8,888,888,403,4480,6,57,155,75,17,2302.01,0.2982,1275,50,4772.01,0.8772,18,0,135.412352941176,74.8484848484848,2470,33,0.825
8,888,888,403,4580,5,365,265,130,92,21199.03,0.2521,11960,327,54602.08,0.8959,78,0,230.424239130435,142.140638297872,33403.05,235,0.860805860805861
8,888,888,403,4601,5,28,335,165,11,3187,0.3929,1815,25,6509,0.8929,8,0,289.727272727273,237.285714285714,3322,14,0.823529411764706
8,888,888,403,4621,4,39,225,110,23,4659,0.5897,2530,35,6644,0.8974,4,0,202.565217391304,165.416666666667,1985,12,0.75
8,888,888,403,4700,7,384,245,120,78,16428.98,0.2031,9360,353,53658,0.9193,99,0,210.627948717949,135.378254545455,37229.02,275,0.898692810457516
8,888,888,403,4720,9,103,295,145,34,9084.99,0.3301,4930,35,9419.99,0.3398,14,0,267.205588235294,335,335,1,0.0144927536231884
8,888,888,403,4744,9,80,175,85,49,7812.02,0.6125,4165,79,11505.03,0.9875,17,0,159.428979591837,123.100333333333,3693.01,30,0.967741935483871
8,888,888,403,4820,6,31,395,195,18,6400.01,0.5806,3510,25,7887.01,0.8065,8,0,355.556111111111,212.428571428571,1487,7,0.538461538461538
8,888,888,403,4841,5,387,255,125,112,24803.05,0.2894,14000,280,46503.12,0.7235,92,0,221.455803571429,129.167083333333,21700.07,168,0.610909090909091
8,888,888,403,4842,6,38,255,125,25,5744,0.6579,3125,38,8061,1,12,0,229.76,178.230769230769,2317,13,1
8,888,888,403,4931,6,26,255,125,18,4103,0.6923,2250,24,5142,0.9231,5,0,227.944444444444,173.166666666667,1039,6,0.75
8,888,888,403,4991,5,69,375,185,55,18027,0.7971,10175,68,21532,0.9855,18,0,327.763636363636,269.615384615385,3505,13,0.928571428571429
8,888,888,403,5123,10,12,335,165,10,3032,0.8333,1650,12,3374,1,4,0,303.2,171,342,2,1
8,888,888,403,5142,9,12,175,85,8,1231,0.6667,680,12,1532,1,3,0,153.875,75.25,301,4,1
8,888,888,403,5170,6,257,495,245,93,39610.98,0.3619,22785,223,74519,0.8677,71,0,425.924516129032,268.523230769231,34908.02,130,0.792682926829268
8,888,888,403,5180,6,258,395,195,97,33095,0.376,18915,226,61801.04,0.876,76,0,341.185567010309,222.527441860465,28706.04,129,0.801242236024845
8,888,888,403,5210,5,231,395,195,80,27303,0.3463,15600,186,48876.03,0.8052,89,0,341.2875,203.519150943396,21573.03,106,0.701986754966887
8,888,888,403,5260,9,10,195,95,3,585,0.3,285,5,704,0.5,4,0,195,59.5,119,2,0.285714285714286
8,888,888,403,5261,9,10,195,95,4,646,0.4,380,8,1044,0.8,6,0,161.5,99.5,398,4,0.666666666666667
8,888,888,403,5271,6,392,225,110,170,31905.99,0.4337,18700,359,56119.01,0.9158,121,0,187.682294117647,128.111216931217,24213.02,189,0.851351351351351
8,888,888,403,5490,5,34,225,110,14,2880,0.4118,1540,33,5854,0.9706,12,0,205.714285714286,156.526315789474,2974,19,0.95
8,888,888,403,5510,5,233,95,45,144,12279.94,0.618,6480,213,16331.95,0.9142,47,0,85.2773611111111,58.7247826086957,4052.01,69,0.775280898876405
8,888,888,403,5550,5,346,135,65,116,13526.98,0.3353,7540,316,27671.97,0.9133,70,0,116.611896551724,70.72495,14144.99,200,0.869565217391304
8,888,888,403,5551,7,8,135,65,2,270,0.25,130,5,449,0.625,8,0,135,59.6666666666667,179,3,0.5
8,888,888,403,5560,5,359,155,75,124,16607,0.3454,9300,327,34057.05,0.9109,128,0,133.927419354839,85.9608374384237,17450.05,203,0.863829787234043
8,888,888,403,5581,10,8,185,90,2,350,0.25,180,8,920,1,3,0,175,95,570,6,1
8,888,888,403,5631,6,200,195,95,35,5841.97,0.175,3325,80,9370.97,0.4,33,0,166.913428571429,78.4222222222222,3529,45,0.272727272727273
8,888,888,403,5640,5,227,175,85,132,19653.96,0.5815,11220,216,30290.95,0.9515,47,0,148.893636363636,126.630833333333,10636.99,84,0.884210526315789
8,888,888,403,5720,5,234,195,95,82,13845.96,0.3504,7790,156,20109.03,0.6667,61,0,168.853170731707,84.6360810810811,6263.07,74,0.486842105263158
8,888,888,403,5740,6,146,295,145,38,9475,0.2603,5510,93,16245.02,0.637,41,0,249.342105263158,123.091272727273,6770.02,55,0.509259259259259
8,888,888,403,5750,5,352,155,75,77,9986.99,0.2188,5775,258,24605.92,0.733,78,0,129.701168831169,80.7675690607735,14618.93,181,0.658181818181818
8,888,888,403,5760,5,256,175,85,78,11680.98,0.3047,6630,231,25808.97,0.9023,57,0,149.756153846154,92.3398039215686,14127.99,153,0.859550561797753
8,888,888,403,5860,9,77,175,85,24,3682.01,0.3117,2040,59,6609.04,0.7662,15,0,153.417083333333,83.6294285714286,2927.03,35,0.660377358490566
8,888,888,403,5881,9,95,395,195,53,19427,0.5579,10335,88,25584.99,0.9263,28,0,366.547169811321,175.942571428571,6157.99,35,0.833333333333333
8,888,888,403,5910,10,170,255,125,50,11216.99,0.2941,6250,156,23060.96,0.9176,52,0,224.3398,111.735566037736,11843.97,106,0.883333333333333
8,888,888,403,5920,10,256,275,135,60,15249.98,0.2344,8100,208,31704.01,0.8125,91,0,254.166333333333,111.175878378378,16454.03,148,0.755102040816326
8,888,888,403,5930,11,18,195,95,9,1638,0.5,855,17,2261,0.9444,4,0,182,77.875,623,8,0.888888888888889
8,888,888,403,5931,12,12,195,95,3,507,0.25,285,9,779,0.75,1,0,169,45.3333333333333,272,6,0.666666666666667
8,888,888,403,5940,9,75,295,145,32,8700.01,0.4267,4640,64,14566.02,0.8533,14,0,271.8753125,183.3128125,5866.01,32,0.744186046511628
8,888,888,403,5941,10,21,295,145,11,3161,0.5238,1595,20,4451,0.9524,5,0,287.363636363636,143.333333333333,1290,9,0.9
8,888,888,403,6030,9,3,225,110,2,309,0.6667,220,3,349,1,0,0,154.5,40,40,1,1
8,888,888,403,6140,9,94,225,110,48,9637.98,0.5106,5280,93,15278.97,0.9894,19,0,200.79125,125.355333333333,5640.99,45,0.978260869565217
8,888,888,403,6141,9,327,225,110,189,37415.04,0.578,20790,304,52805.07,0.9297,100,0,197.963174603175,133.826347826087,15390.03,115,0.833333333333333
8,888,888,403,6190,9,9,335,165,5,1365,0.5556,825,8,1830,0.8889,9,0,273,155,465,3,0.75
8,888,888,403,6240,9,62,425,210,17,6387.99,0.2742,3570,43,11970.99,0.6935,15,0,375.764117647059,214.730769230769,5583,26,0.577777777777778
8,888,888,403,6280,9,404,425,210,116,44495.06,0.2871,24360,342,82737.18,0.8465,112,0,383.578103448276,169.212920353982,38242.12,226,0.784722222222222
8,888,888,403,6281,10,357,425,210,80,30110.96,0.2241,16800,277,65116.04,0.7759,112,0,376.387,177.69076142132,35005.08,197,0.711191335740072
8,888,888,403,6312,10,5,265,130,3,651,0.6,390,4,680,0.8,3,0,217,29,29,1,0.5
8,888,888,403,6330,9,2,275,135,1,207,0.5,135,2,256,1,1,0,207,49,49,1,1
8,888,888,403,6390,9,48,195,95,20,3311.01,0.4167,1900,45,5553.99,0.9375,20,0,165.5505,89.7192,2242.98,25,0.892857142857143
8,888,888,403,6420,8,71,195,95,31,5300,0.4366,2945,65,9859,0.9155,12,0,170.967741935484,134.088235294118,4559,34,0.85
8,888,888,403,6430,9,299,225,110,79,15759.03,0.2642,8690,248,33666.05,0.8294,96,0,199.481392405063,105.958698224852,17907.02,169,0.768181818181818
8,888,888,403,6440,9,37,95,45,2,145,0.0541,90,22,783,0.5946,9,0,72.5,31.9,638,20,0.571428571428571
8,888,888,403,6500,10,18,395,195,9,3334,0.5,1755,14,3740,0.7778,15,0,370.444444444444,81.2,406,5,0.555555555555556
8,888,888,403,6510,9,63,375,185,48,15312.02,0.7619,8880,55,16262.04,0.873,20,0,319.000416666667,135.717142857143,950.02,7,0.466666666666667
8,888,888,403,6520,9,157,225,110,66,12807.98,0.4204,7260,146,22705.97,0.9299,31,0,194.060303030303,123.724875,9897.99,80,0.879120879120879
8,888,888,403,6590,9,166,295,145,61,16150.02,0.3675,8845,134,25286.05,0.8072,65,0,264.754426229508,125.151095890411,9136.03,73,0.695238095238095
8,888,888,403,6631,9,288,135,65,96,11248.93,0.3333,6240,244,20869.87,0.8472,95,0,117.176354166667,65.0063513513513,9620.94,148,0.770833333333333
8,888,888,403,6632,9,381,135,65,257,30286.01,0.6745,16705,350,36198.99,0.9186,121,0,117.84439688716,63.5804301075269,5912.98,93,0.75
8,888,888,403,6633,9,213,135,65,54,6238.04,0.2535,3510,172,13330.06,0.8075,46,0,115.519259259259,60.1018644067797,7092.02,118,0.742138364779874
8,888,888,403,6672,9,157,175,85,69,10775.04,0.4395,5865,130,15980.08,0.828,39,0,156.16,85.3285245901639,5205.04,61,0.693181818181818
8,888,888,403,6681,9,204,245,120,47,10155.98,0.2304,5640,118,18363.03,0.5784,41,0,216.084680851064,115.592253521127,8207.05,71,0.452229299363057
8,888,888,403,6731,9,354,175,85,164,25663.01,0.4633,13940,302,36844.07,0.8531,81,0,156.481768292683,81.0221739130435,11181.06,138,0.726315789473684
8,888,888,403,6760,9,374,175,85,94,14336.04,0.2513,7990,312,30719.03,0.8342,79,0,152.511063829787,75.1513302752294,16382.99,218,0.778571428571429
8,888,888,403,6761,9,208,175,85,21,3203.01,0.101,1785,131,11093.93,0.6298,45,0,152.524285714286,71.7356363636364,7890.92,110,0.588235294117647
8,888,888,403,6770,10,286,395,195,43,15326.01,0.1503,8385,218,39898,0.7622,52,0,356.418837209302,140.411371428571,24571.99,175,0.720164609053498
8,888,888,403,6771,10,172,395,195,14,4740.99,0.0814,2730,97,17525.04,0.564,39,0,338.642142857143,154.024698795181,12784.05,83,0.525316455696203
8,888,888,403,6811,9,4,155,75,3,314,0.75,225,4,390,1,4,0,104.666666666667,76,76,1,1
8,888,888,403,6820,9,301,185,90,85,13399.96,0.2824,7650,231,24963.96,0.7674,62,0,157.646588235294,79.2054794520548,11564,146,0.675925925925926
8,888,888,403,6841,9,361,175,85,135,20794.03,0.374,11475,326,39598,0.903,77,0,154.029851851852,98.4501047120419,18803.97,191,0.845132743362832
8,888,888,403,6860,9,30,75,35,16,1065,0.5333,560,29,1610,0.9667,8,0,66.5625,41.9230769230769,545,13,0.928571428571429
8,888,888,403,6861,9,30,75,35,28,1736,0.9333,980,30,1821,1,8,0,62,42.5,85,2,1
8,888,888,546,21171,13,10,308,140,3,801,0.3,420,8,1817,0.8,1,0,267,203.2,1016,5,0.714285714285714
8,888,888,546,21412,12,8,352,160,4,1232,0.5,640,7,1871,0.875,0,0,308,213,639,3,0.75
8,888,888,546,21465,10,8,352,160,3,1003,0.375,480,5,1463,0.625,0,0,334.333333333333,230,460,2,0.4
8,888,888,546,21533,4,5,253,115,2,468,0.4,230,4,733,0.8,3,0,234,132.5,265,2,0.666666666666667
8,888,888,546,21765,5,4,165,75,1,165,0.25,75,4,429,1,1,0,165,88,264,3,1
8,888,888,546,21788,5,5,121,55,1,121,0.2,55,3,226,0.6,1,0,121,52.5,105,2,0.5
8,888,888,546,21797,13,8,98,45,1,98,0.125,45,7,360,0.875,2,0,98,43.6666666666667,262,6,0.857142857142857
8,888,888,546,22175,4,7,330,150,2,660,0.2857,300,8,1503,1.1429,4,0,330,140.5,843,6,1.2
8,888,888,546,22209,13,8,230,105,1,184,0.125,105,5,597,0.625,2,0,184,103.25,413,4,0.571428571428571
8,888,888,546,22215,4,12,286,130,8,1882,0.6667,1040,11,1976,0.9167,4,0,235.25,31.3333333333333,94,3,0.75
8,888,888,546,22216,13,9,286,130,6,1316,0.6667,780,8,1359,0.8889,1,0,219.333333333333,21.5,43,2,0.666666666666667
8,888,888,546,22228,9,12,308,140,3,817,0.25,420,9,1968,0.75,2,0,272.333333333333,191.833333333333,1151,6,0.666666666666667
8,888,888,546,22243,5,10,264,120,3,726,0.3,360,10,1498,1,2,0,242,110.285714285714,772,7,1
8,888,888,546,22258,9,9,286,130,5,1165,0.5556,650,6,1337,0.6667,0,0,233,172,172,1,0.25
8,888,888,546,22403,4,10,231,105,5,974,0.5,525,8,1160,0.8,5,0,194.8,62,186,3,0.6
8,888,888,546,22559,9,9,473,215,6,2315,0.6667,1290,9,3260,1,0,0,385.833333333333,315,945,3,1
8,888,888,546,22702,9,8,176,80,3,459,0.375,240,5,610,0.625,5,0,153,75.5,151,2,0.4
8,888,888,546,23543,13,12,385,175,6,2156,0.5,1050,11,3149,0.9167,4,0,359.333333333333,198.6,993,5,0.833333333333333
8,888,888,546,23728,12,8,120,55,1,101,0.125,55,8,411,1,2,0,101,44.2857142857143,310,7,1
8,888,888,546,23757,13,9,188,85,3,489,0.3333,255,8,784,0.8889,0,0,163,59,295,5,0.833333333333333
8,888,888,615,2990,6,58,198,98,18,3004,0.3103,1764,56,7191.01,0.9655,14,0,166.888888888889,110.184473684211,4187.01,38,0.95
8,888,888,615,3670,7,48,98,48,17,1377,0.3542,816,45,2822,0.9375,17,0,81,51.6071428571429,1445,28,0.903225806451613
8,888,888,615,3690,8,60,98,48,21,1802,0.35,1008,56,3444.99,0.9333,9,0,85.8095238095238,46.9425714285714,1642.99,35,0.897435897435897
8,888,888,615,3790,9,33,158,78,24,3340.01,0.7273,1872,30,3657.01,0.9091,16,0,139.167083333333,52.8333333333333,317,6,0.666666666666667
8,888,888,615,3820,9,304,198,98,99,17076.93,0.3257,9702,264,32868.99,0.8684,79,0,172.494242424242,95.7094545454545,15792.06,165,0.804878048780488
8,888,888,615,3880,9,196,198,98,89,15671.08,0.4541,8722,162,22987.05,0.8265,61,0,176.079550561798,100.218767123288,7315.97,73,0.682242990654206
8,888,888,615,3970,10,8,298,148,2,551,0.25,296,7,1173,0.875,0,0,275.5,124.4,622,5,0.833333333333333
8,888,888,615,4010,9,78,198,98,40,7217.02,0.5128,3920,74,10588.02,0.9487,24,0,180.4255,99.1470588235294,3371,34,0.894736842105263
8,888,888,615,4510,9,60,148,73,33,4412.01,0.55,2409,57,6385.03,0.95,16,0,133.697272727273,82.2091666666666,1973.02,24,0.888888888888889
8,888,888,615,4640,9,60,158,78,28,3856.01,0.4667,2184,55,6735.01,0.9167,12,0,137.714642857143,106.62962962963,2879,27,0.84375
8,888,888,615,4661,9,56,148,73,15,2014,0.2679,1095,48,4493.01,0.8571,18,0,134.266666666667,75.1215151515152,2479.01,33,0.804878048780488
8,888,888,615,4681,9,214,148,73,70,8916.99,0.3271,5110,177,17712.02,0.8271,57,0,127.385571428571,82.1965420560748,8795.03,107,0.743055555555556
8,888,888,615,4750,10,46,78,38,11,779,0.2391,418,40,2242,0.8696,7,0,70.8181818181818,50.448275862069,1463,29,0.828571428571429
8,888,888,615,6530,9,281,248,123,145,32419.96,0.516,17835,267,49672.95,0.9502,79,0,223.585931034483,141.417950819672,17252.99,122,0.897058823529412
8,888,888,902,7931,3,115,220,109,18,3850,0.1565,1962,106,14074.02,0.9217,35,0,213.888888888889,116.182045454545,10224.02,88,0.907216494845361
8,888,888,902,33100,5,149,190,94,21,3468,0.1409,1974,114,10912.02,0.7651,38,0,165.142857142857,80.0432258064516,7444.02,93,0.7265625
8,888,888,902,33110,5,173,125,61.5,25,2783.01,0.1445,1537.5,130,8559.97,0.7514,38,0,111.3204,55.0186666666667,5776.96,105,0.709459459459459
8,888,888,902,34400,9,3,130,64,2,225,0.6667,128,3,265,1,1,0,112.5,40,40,1,1
8,888,888,902,35100,13,161,220,109,32,6655,0.1988,3488,114,12623.04,0.7081,52,0,207.96875,72.7809756097561,5968.04,82,0.635658914728682
8,888,888,902,81760,12,130,145,71.5,50,6785.96,0.3846,3575,119,11689.96,0.9154,39,0,135.7192,71.0724637681159,4904,69,0.8625
8,888,888,902,81770,12,214,170,84,64,10343.03,0.2991,5376,202,20380.07,0.9439,53,0,161.60984375,72.7321739130435,10037.04,138,0.92
8,887,889,891,14024,9,72,195,95,24,4472.99,0.3333,2280,46,5607.99,0.6389,23,0,186.374583333333,51.5909090909091,1135,22,0.458333333333333
8,887,889,891,14090,10,80,135,66,30,3797.03,0.375,1980,69,5835.02,0.8625,32,0,126.567666666667,52.2561538461539,2037.99,39,0.78
8,887,889,891,14104,3,175,125,61,67,8211.06,0.3829,4087,173,13221.06,0.9886,63,0,122.553134328358,47.2641509433962,5010,106,0.981481481481482
8,887,889,891,14132,8,15,275,135,6,1356,0.4,810,12,1733,0.8,9,0,226,62.8333333333333,377,6,0.666666666666667
8,887,889,891,14155,10,81,125,61,23,2710,0.284,1403,73,5361.98,0.9012,24,0,117.826086956522,53.0396,2651.98,50,0.862068965517241
8,887,889,891,14306,2,283,245,120,117,27422.96,0.4134,14040,259,41445,0.9152,142,0,234.384273504273,98.7467605633803,14022.04,142,0.855421686746988
8,887,889,891,14323,5,103,395,193,29,9946,0.2816,5597,69,16801,0.6699,37,0,342.965517241379,171.375,6855,40,0.540540540540541
8,887,889,891,14324,10,63,345,169,21,6823,0.3333,3549,54,10853.04,0.8571,31,0,324.904761904762,122.122424242424,4030.04,33,0.785714285714286
8,887,889,891,14629,5,220,75,37,132,9001.01,0.6,4884,196,11520.04,0.8909,91,0,68.1894696969697,39.35984375,2519.03,64,0.727272727272727
8,887,889,891,14632,5,252,75,37,79,5338.97,0.3135,2923,232,11054.06,0.9206,95,0,67.5818987341772,37.3535294117647,5715.09,153,0.884393063583815
8,887,889,891,14633,6,252,75,37,89,6156.04,0.3532,3293,224,11068.1,0.8889,68,0,69.1689887640449,36.3856296296296,4912.06,135,0.828220858895706
8,887,889,891,14634,4,126,55,27,78,4153.99,0.619,2106,116,5655.99,0.9206,27,0,53.256282051282,39.5263157894737,1502,38,0.791666666666667
8,887,889,891,14635,9,72,115,56,40,4254.99,0.5556,2240,72,5940.99,1,23,0,106.37475,52.6875,1686,32,1
8,887,889,891,14641,9,58,115,56,10,1101.01,0.1724,560,54,3449.01,0.931,9,0,110.101,53.3636363636364,2348,44,0.916666666666667
8,887,889,891,14642,9,91,115,56,24,2469.02,0.2637,1344,88,4998.04,0.967,29,0,102.875833333333,39.5159375,2529.02,64,0.955223880597015
8,887,889,891,14644,7,114,50,24,28,1218.99,0.2456,672,109,3368.03,0.9561,23,0,43.5353571428571,26.5313580246914,2149.04,81,0.941860465116279
8,887,889,891,14645,9,231,50,24,70,3257.98,0.303,1680,209,6118.02,0.9048,71,0,46.5425714285714,20.5758273381295,2860.04,139,0.863354037267081
8,887,889,891,14646,7,12,225,110,7,1318,0.5833,770,10,1669,0.8333,11,0,188.285714285714,117,351,3,0.6
8,887,889,891,14647,9,157,225,110,12,1908,0.0764,1320,78,6356.99,0.4968,48,0,159,67.4089393939394,4448.99,66,0.455172413793103
8,887,889,891,14648,9,205,50,24,65,2983.02,0.3171,1560,173,5028.06,0.8439,48,0,45.8926153846154,18.9355555555556,2045.04,108,0.771428571428571
8,887,889,891,14649,10,90,95,47,31,2691.03,0.3444,1457,83,5002.02,0.9222,29,0,86.8074193548387,44.4421153846154,2310.99,52,0.88135593220339
8,887,889,891,14652,10,232,50,24,41,1907.01,0.1767,984,202,4676.03,0.8707,51,0,46.5124390243902,17.1988819875776,2769.02,161,0.842931937172775
8,887,889,891,14653,10,232,50,24,53,2392.99,0.2284,1272,202,5069.16,0.8707,79,0,45.1507547169811,17.9608724832215,2676.17,149,0.832402234636871
8,887,889,891,14654,10,90,95,47,35,3097,0.3889,1645,81,4602,0.9,37,0,88.4857142857143,32.7173913043478,1505,46,0.836363636363636
8,887,889,891,14655,9,230,50,24,74,3365.98,0.3217,1776,207,6303.07,0.9,59,0,45.4862162162162,22.0833834586466,2937.09,133,0.852564102564103
8,887,889,891,14656,9,248,75,37,80,5392.04,0.3226,2960,215,9227.99,0.8669,76,0,67.4005,28.4144444444444,3835.95,135,0.803571428571429
8,887,889,891,14660,9,96,75,37,22,1519,0.2292,814,92,3584.02,0.9583,20,0,69.0454545454545,29.5002857142857,2065.02,70,0.945945945945946
8,887,889,891,14661,9,156,75,37,31,2169.02,0.1987,1147,132,5986.02,0.8462,39,0,69.9683870967742,37.7920792079208,3817,101,0.808
8,887,889,891,14662,9,48,50,24,24,1149,0.5,576,46,1682,0.9583,10,0,47.875,24.2272727272727,533,22,0.916666666666667
8,887,889,891,14663,10,116,75,37,62,4336,0.5345,2294,103,5821.01,0.8879,45,0,69.9354838709677,36.219756097561,1485.01,41,0.759259259259259
8,887,889,891,14664,10,114,75,37,65,4507.99,0.5702,2405,108,6256.98,0.9474,38,0,69.3536923076923,40.6741860465116,1748.99,43,0.877551020408163
8,887,889,891,14665,10,86,75,37,39,2814.99,0.4535,1443,85,4529,0.9884,22,0,72.1792307692308,37.2610869565217,1714.01,46,0.978723404255319
8,887,889,891,14666,10,220,145,71,59,7934.99,0.2682,4189,155,11916.05,0.7045,74,0,134.491355932203,41.469375,3981.06,96,0.596273291925466
8,887,889,891,14667,10,118,145,71,35,4583.98,0.2966,2485,94,7012,0.7966,36,0,130.970857142857,41.1528813559322,2428.02,59,0.710843373493976
8,887,889,891,14668,10,232,50,24,60,2769.07,0.2586,1440,217,5965.07,0.9353,62,0,46.1511666666667,20.3566878980892,3196,157,0.912790697674419
8,887,889,891,14669,9,36,75,37,7,507,0.1944,259,29,1058,0.8056,7,0,72.4285714285714,25.0454545454545,551,22,0.758620689655172
8,887,889,891,14670,3,32,85,24,6,510,0.1875,144,11,814,0.3438,6,0,85,60.8,304,5,0.192307692307692
8,887,889,891,14671,4,32,85,24,3,255,0.0938,72,9,469,0.2813,9,0,85,35.6666666666667,214,6,0.206896551724138
8,887,889,891,14672,6,82,65,30,37,2235.02,0.4512,1110,65,3142.98,0.7927,39,0,60.4059459459459,32.4271428571429,907.96,28,0.622222222222222
8,887,889,891,14673,6,82,65,30,7,402,0.0854,210,56,1709.01,0.6829,11,0,57.4285714285714,26.6736734693878,1307.01,49,0.653333333333333
8,887,889,891,14675,5,253,65,30,58,3400.05,0.2292,1740,192,7476.05,0.7589,92,0,58.6215517241379,30.4179104477612,4076,134,0.687179487179487
8,887,889,891,14676,2,210,224,110,16,3397.99,0.0762,1760,120,9676.98,0.5714,86,0,212.374375,60.3749038461538,6278.99,104,0.536082474226804
8,887,889,891,14677,5,251,65,30,47,2798.98,0.1873,1410,195,6949.89,0.7769,75,0,59.5527659574468,28.0466891891892,4150.91,148,0.725490196078431
8,887,889,891,14680,9,40,65,30,9,363,0.225,270,38,992,0.95,6,0,40.3333333333333,21.6896551724138,629,29,0.935483870967742
8,887,889,891,14689,8,108,75,37,39,2524,0.3611,1443,105,5022.01,0.9722,23,0,64.7179487179487,37.8486363636364,2498.01,66,0.956521739130435
8,887,889,891,14701,6,101,245,120,49,10984.98,0.4851,5880,97,18057.03,0.9604,39,0,224.183265306122,147.334375,7072.05,48,0.923076923076923
8,887,889,891,14702,8,60,95,47,18,1349,0.3,846,58,3000,0.9667,7,0,74.9444444444444,41.275,1651,40,0.952380952380952
8,887,889,891,14705,8,50,95,47,12,1043,0.24,564,48,2579,0.96,5,0,86.9166666666667,42.6666666666667,1536,36,0.947368421052632
8,887,889,891,14707,7,67,295,145,10,1882.99,0.1493,1450,40,4765.99,0.597,37,0,188.299,96.1,2883,30,0.526315789473684
8,887,889,891,14708,7,72,295,145,23,5535,0.3194,3335,46,7498.99,0.6389,21,0,240.652173913043,85.3908695652174,1963.99,23,0.469387755102041
8,887,889,891,14715,7,112,225,110,72,14460.03,0.6429,7920,103,17521.08,0.9196,60,0,200.83375,98.7435483870968,3061.05,31,0.775
8,887,889,891,14724,8,110,225,110,37,7161,0.3364,4070,92,10821.98,0.8364,53,0,193.540540540541,66.5632727272727,3660.98,55,0.753424657534247
8,887,889,891,14726,9,18,325,159,11,2945,0.6111,1749,16,3594,0.8889,3,0,267.727272727273,129.8,649,5,0.714285714285714
8,887,889,891,14765,6,108,325,159,32,9306,0.2963,5088,83,16840,0.7685,61,0,290.8125,147.725490196078,7534,51,0.671052631578947
8,887,889,891,14766,6,107,325,159,21,6521,0.1963,3339,79,13947,0.7383,60,0,310.52380952381,128.034482758621,7426,58,0.674418604651163
8,887,889,891,14823,9,72,95,47,41,3690.02,0.5694,1927,68,4997.03,0.9444,23,0,90.000487804878,48.4077777777778,1307.01,27,0.870967741935484
8,887,889,891,24002,13,28,125,61,10,1181,0.3571,610,23,1827,0.8214,15,0,118.1,49.6923076923077,646,13,0.722222222222222
8,887,889,891,24003,13,13,125,61,12,1275,0.9231,732,13,1301,1,4,0,106.25,26,26,1,1
8,887,889,891,24012,14,88,135,66,21,2741,0.2386,1386,78,6103,0.8864,25,0,130.52380952381,58.9824561403509,3362,57,0.850746268656716
8,887,889,891,24019,13,52,95,47,31,2864,0.5962,1457,49,3976,0.9423,16,0,92.3870967741936,61.7777777777778,1112,18,0.857142857142857
8,887,889,891,24098,14,96,125,61,28,3293.99,0.2917,1708,91,7228.98,0.9479,14,0,117.6425,62.4601587301587,3934.99,63,0.926470588235294
8,888,892,431,165,6,160,74,32.3,49,3235.07,0.3063,1582.7,152,7844.09,0.95,36,0,66.0218367346939,44.7477669902913,4609.02,103,0.927927927927928
8,888,892,431,171,12,142,74,32.3,64,4449.98,0.4507,2067.2,129,7321,0.9085,48,0,69.5309375,44.1695384615385,2871.02,65,0.833333333333333
8,888,892,431,172,12,54,74,32.3,20,1347,0.3704,646,49,2522,0.9074,7,0,67.35,40.5172413793103,1175,29,0.852941176470588
8,888,892,431,886,3,48,120,49.4,10,1164,0.2083,494,45,4008.01,0.9375,9,0,116.4,81.2574285714286,2844.01,35,0.921052631578947
8,888,892,431,887,3,48,98,39.9,10,950,0.2083,399,47,3035.02,0.9792,16,0,95,56.3518918918919,2085.02,37,0.973684210526316
8,888,892,431,15081,12,160,58,24.7,60,3270.99,0.375,1482,155,7115.99,0.9688,36,0,54.5165,40.4736842105263,3845,95,0.95
8,888,892,431,20156,13,14,80,34.2,7,544,0.5,239.4,14,794,1,2,0,77.7142857142857,35.7142857142857,250,7,1
8,888,892,431,21162,11,260,88,38,53,4197.98,0.2038,2014,239,12849.96,0.9192,78,0,79.2071698113208,46.5160215053763,8651.98,186,0.898550724637681
